"","day","DateTime","daily_mean_temp","temp_5.5"
"1",2007-08-28,"2007-08-28 12:00:00",20.5561267605634,20.5561267605634
"2",2007-08-29,"2007-08-29 12:00:00",20.6755555555556,20.6755555555556
"3",2007-08-30,"2007-08-30 12:00:00",21.2444444444444,21.2444444444444
"4",2007-08-31,"2007-08-31 12:00:00",20.7233333333333,20.7233333333333
"5",2007-09-01,"2007-09-01 12:00:00",21.4082857142857,21.4082857142857
"6",2007-09-02,"2007-09-02 12:00:00",21.1821678321678,21.1821678321678
"7",2007-09-03,"2007-09-03 12:00:00",20.8105594405594,20.8105594405594
"8",2007-09-04,"2007-09-04 12:00:00",21.0127272727273,21.0127272727273
"9",2007-09-05,"2007-09-05 12:00:00",20.753381294964,20.753381294964
"10",2007-09-06,"2007-09-06 12:00:00",20.5627868852459,20.5627868852459
"11",2007-09-07,"2007-09-07 12:00:00",20.4647916666667,20.4647916666667
"12",2007-09-08,"2007-09-08 12:00:00",20.6841258741259,20.6841258741259
"13",2007-09-09,"2007-09-09 12:00:00",20.9859154929577,20.9859154929577
"14",2007-09-10,"2007-09-10 12:00:00",20.8357246376812,20.8357246376812
"15",2007-09-11,"2007-09-11 12:00:00",20.4672857142857,20.4672857142857
"16",2007-09-12,"2007-09-12 12:00:00",19.9329197080292,19.9329197080292
"17",2007-09-13,"2007-09-13 12:00:00",19.5737323943662,19.5737323943662
"18",2007-09-14,"2007-09-14 12:00:00",19.6065957446809,19.6065957446809
"19",2007-09-15,"2007-09-15 12:00:00",19.3060563380282,19.3060563380282
"20",2007-09-16,"2007-09-16 12:00:00",18.7667605633803,18.7667605633803
"21",2007-09-17,"2007-09-17 12:00:00",18.5281294964029,18.5281294964029
"22",2007-09-18,"2007-09-18 12:00:00",18.4202836879433,18.4202836879433
"23",2007-09-19,"2007-09-19 12:00:00",18.3579136690647,18.3579136690647
"24",2007-09-20,"2007-09-20 12:00:00",18.3916901408451,18.3916901408451
"25",2007-09-21,"2007-09-21 12:00:00",18.3745454545455,18.3745454545455
"26",2007-09-22,"2007-09-22 12:00:00",18.4343055555556,18.4343055555556
"27",2007-09-23,"2007-09-23 12:00:00",18.7195104895105,18.7195104895105
"28",2007-09-24,"2007-09-24 12:00:00",18.5778873239437,18.5778873239437
"29",2007-09-25,"2007-09-25 12:00:00",18.5551773049645,18.5551773049645
"30",2007-09-26,"2007-09-26 12:00:00",18.6078472222222,18.6078472222222
"31",2007-09-27,"2007-09-27 12:00:00",18.8745833333333,18.8745833333333
"32",2007-09-28,"2007-09-28 12:00:00",18.9429577464789,18.9429577464789
"33",2007-09-29,"2007-09-29 12:00:00",19.0333802816901,19.0333802816901
"34",2007-09-30,"2007-09-30 12:00:00",18.7025874125874,18.7025874125874
"35",2007-10-01,"2007-10-01 12:00:00",18.4361428571429,18.4361428571429
"36",2007-10-02,"2007-10-02 12:00:00",18.1698611111111,18.1698611111111
"37",2007-10-03,"2007-10-03 12:00:00",18.147125,18.147125
"38",2007-10-05,"2007-10-05 12:00:00",18.1853435114504,18.1853435114504
"39",2007-10-06,"2007-10-06 12:00:00",18.2375,18.2375
"40",2007-10-07,"2007-10-07 12:00:00",18.5324305555556,18.5324305555556
"41",2007-10-08,"2007-10-08 12:00:00",18.2528169014085,18.2528169014085
"42",2007-10-09,"2007-10-09 12:00:00",17.8208571428571,17.8208571428571
"43",2007-10-10,"2007-10-10 12:00:00",17.4131884057971,17.4131884057971
"44",2007-10-11,"2007-10-11 12:00:00",17.0565957446809,17.0565957446809
"45",2007-10-12,"2007-10-12 12:00:00",16.6909489051095,16.6909489051095
"46",2007-10-13,"2007-10-13 12:00:00",16.0143262411348,16.0143262411348
"47",2007-10-14,"2007-10-14 12:00:00",15.5662142857143,15.5662142857143
"48",2007-10-15,"2007-10-15 12:00:00",15.1390780141844,15.1390780141844
"49",2007-10-16,"2007-10-16 12:00:00",14.795652173913,14.795652173913
"50",2007-10-17,"2007-10-17 12:00:00",14.4726388888889,14.4726388888889
"51",2007-10-18,"2007-10-18 12:00:00",14.3584782608696,14.3584782608696
"52",2007-10-19,"2007-10-19 12:00:00",14.4140845070423,14.4140845070423
"53",2007-10-21,"2007-10-21 12:00:00",14.3532624113475,14.3532624113475
"54",2007-10-22,"2007-10-22 12:00:00",14.386962962963,14.386962962963
"55",2007-10-23,"2007-10-23 12:00:00",14.4428472222222,14.4428472222222
"56",2007-10-24,"2007-10-24 12:00:00",14.5394405594406,14.5394405594406
"57",2007-10-25,"2007-10-25 12:00:00",14.3144285714286,14.3144285714286
"58",2007-10-26,"2007-10-26 12:00:00",14.1758695652174,14.1758695652174
"59",2007-10-27,"2007-10-27 12:00:00",13.9859285714286,13.9859285714286
"60",2007-10-28,"2007-10-28 12:00:00",13.6323776223776,13.6323776223776
"61",2007-10-29,"2007-10-29 12:00:00",13.0100704225352,13.0100704225352
"62",2007-10-30,"2007-10-30 12:00:00",12.6796478873239,12.6796478873239
"63",2007-10-31,"2007-10-31 12:00:00",12.5323404255319,12.5323404255319
"64",2007-11-01,"2007-11-01 12:00:00",12.270985915493,12.270985915493
"65",2007-11-02,"2007-11-02 12:00:00",11.9799305555556,11.9799305555556
"66",2007-11-05,"2007-11-05 12:00:00",10.988041958042,10.988041958042
"67",2007-11-06,"2007-11-06 12:00:00",10.7305633802817,10.7305633802817
"68",2007-11-07,"2007-11-07 12:00:00",10.4379020979021,10.4379020979021
"69",2007-11-08,"2007-11-08 12:00:00",10.1499300699301,10.1499300699301
"70",2007-11-09,"2007-11-09 12:00:00",9.885625,9.885625
"71",2007-11-10,"2007-11-10 12:00:00",9.59104166666667,9.59104166666667
"72",2007-11-11,"2007-11-11 12:00:00",9.16548611111111,9.16548611111111
"73",2007-11-12,"2007-11-12 12:00:00",8.83069444444445,8.83069444444445
"74",2007-11-13,"2007-11-13 12:00:00",8.76958333333333,8.76958333333333
"75",2007-11-14,"2007-11-14 12:00:00",8.67347222222222,8.67347222222222
"76",2007-11-15,"2007-11-15 12:00:00",8.66319444444444,8.66319444444444
"77",2007-11-16,"2007-11-16 12:00:00",8.40458333333333,8.40458333333333
"78",2007-11-17,"2007-11-17 12:00:00",7.95215277777778,7.95215277777778
"79",2007-11-18,"2007-11-18 12:00:00",7.63361111111111,7.63361111111111
"80",2007-11-19,"2007-11-19 12:00:00",7.40868055555556,7.40868055555556
"81",2007-11-20,"2007-11-20 12:00:00",7.12381944444444,7.12381944444444
"82",2007-11-21,"2007-11-21 12:00:00",6.87722222222222,6.87722222222222
"83",2007-11-22,"2007-11-22 12:00:00",6.84333333333333,6.84333333333333
"84",2007-11-23,"2007-11-23 12:00:00",6.60194444444444,6.60194444444444
"85",2007-11-24,"2007-11-24 12:00:00",6.15270833333333,6.15270833333333
"86",2007-11-25,"2007-11-25 12:00:00",5.87090277777778,5.87090277777778
"87",2007-11-26,"2007-11-26 12:00:00",5.70125,5.70125
"88",2007-11-27,"2007-11-27 12:00:00",5.69777777777778,5.69777777777778
"89",2007-11-28,"2007-11-28 12:00:00",5.48527777777778,5.48527777777778
"90",2007-11-29,"2007-11-29 12:00:00",5.369375,5.369375
"91",2007-11-30,"2007-11-30 12:00:00",4.99111111111111,4.99111111111111
"92",2007-12-01,"2007-12-01 12:00:00",4.68777777777778,4.68777777777778
"93",2007-12-02,"2007-12-02 12:00:00",4.22895833333333,4.22895833333333
"94",2007-12-03,"2007-12-03 12:00:00",3.68729166666667,3.68729166666667
"95",2007-12-04,"2007-12-04 12:00:00",3.36805555555556,3.36805555555556
"96",2007-12-05,"2007-12-05 12:00:00",3.17173611111111,3.17173611111111
"97",2007-12-06,"2007-12-06 12:00:00",2.84284722222222,2.84284722222222
"98",2007-12-07,"2007-12-07 12:00:00",2.59645833333333,2.59645833333333
"99",2007-12-08,"2007-12-08 12:00:00",2.55965034965035,2.55965034965035
"100",2007-12-09,"2007-12-09 12:00:00",2.33979166666667,2.33979166666667
"101",2007-12-10,"2007-12-10 12:00:00",2.13840277777778,2.13840277777778
"102",2007-12-11,"2007-12-11 12:00:00",2.15944444444444,2.15944444444444
"103",2007-12-12,"2007-12-12 12:00:00",2.40756944444444,2.40756944444444
"104",2007-12-13,"2007-12-13 12:00:00",2.07032967032967,2.07032967032967
"105",2007-12-20,"2007-12-20 12:00:00",1.00453846153846,1.00453846153846
"106",2007-12-21,"2007-12-21 12:00:00",0.983888888888889,0.983888888888889
